seed,winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
20148,3,124,118,173,77,0,"[0, 12, 0, 12]","[0, 11, 0, 0]","[0, 10, 0, 10]","[13, 0, 10, 10]","[0, 11, 11, 12]","[0, 0, 11, 10]","[0, 12, 10, 12]","[11, 0, 10, 0]","[11, 0, 10, 10]","[10, 10, 0, 10]","[0, 11, 10, 10]","[10, 0, 10, 11]","[10, 0, 11, 0]","[0, 0, 10, 11]","[0, 12, 0, 10]","[12, 12, 0, 12]","[0, 0, 0, 10]","[0, 11, 15, 11]","[0, 12, 0, 12]"
20149,2,90,146,123,136,1,"[14, 0, 12, 0]","[0, 0, 14, 0]","[0, 0, 0, 10]","[0, 12, 11, 0]","[0, 11, 0, 11]","[12, 0, 10, 0]","[11, 11, 11, 0]","[10, 11, 0, 12]","[0, 10, 11, 11]","[10, 0, 10, 10]","[0, 11, 10, 0]","[0, 0, 10, 10]","[11, 0, 11, 12]","[11, 13, 0, 11]","[10, 0, 13, 12]","[11, 11, 12, 0]","[14, 0, 0, 11]","[11, 0, 11, 13]","[11, 0, 0, 0]"
20150,2,102,148,97,120,2,"[0, 12, 0, 0]","[13, 0, 0, 0]","[11, 0, 12, 12]","[14, 12, 0, 11]","[0, 11, 10, 0]","[10, 12, 13, 0]","[10, 0, 11, 10]","[10, 11, 10, 0]","[10, 0, 10, 10]","[0, 10, 10, 11]","[10, 0, 11, 10]","[0, 10, 10, 0]","[0, 0, 0, 11]","[0, 0, 0, 11]","[12, 0, 11, 11]","[10, 11, 0, 0]","[0, 0, 14, 0]","[10, 13, 14, 0]","[0, 0, 12, 0]"
20151,1,176,166,135,103,3,"[13, 12, 13, 12]","[0, 11, 15, 0]","[0, 0, 10, 0]","[13, 0, 12, 0]","[11, 12, 0, 12]","[11, 12, 0, 11]","[0, 10, 11, 12]","[10, 10, 10, 0]","[0, 10, 0, 0]","[11, 10, 10, 0]","[0, 10, 10, 11]","[10, 0, 0, 11]","[0, 10, 10, 10]","[0, 12, 12, 10]","[0, 10, 13, 11]","[0, 11, 12, 11]","[0, 12, 13, 12]","[12, 13, 0, 12]","[12, 11, 15, 0]"
20152,0,138,108,103,142,0,"[13, 0, 0, 0]","[11, 11, 0, 16]","[0, 0, 0, 13]","[11, 11, 11, 0]","[0, 10, 0, 0]","[0, 10, 13, 11]","[11, 10, 0, 10]","[10, 0, 0, 0]","[11, 10, 11, 0]","[0, 11, 10, 10]","[10, 12, 10, 0]","[10, 0, 10, 10]","[10, 0, 10, 10]","[10, 11, 12, 0]","[0, 0, 11, 0]","[13, 0, 10, 0]","[0, 14, 0, 12]","[10, 12, 0, 0]","[12, 16, 0, 11]"
20153,0,118,174,107,181,1,"[13, 0, 12, 0]","[0, 10, 12, 0]","[11, 0, 11, 10]","[12, 12, 13, 0]","[11, 0, 13, 10]","[10, 10, 0, 10]","[11, 11, 0, 12]","[10, 0, 0, 0]","[0, 11, 11, 10]","[10, 10, 10, 0]","[10, 0, 11, 10]","[10, 10, 11, 0]","[11, 0, 10, 12]","[10, 10, 12, 0]","[11, 0, 13, 10]","[11, 13, 0, 13]","[13, 0, 12, 0]","[0, 11, 13, 10]","[17, 10, 10, 0]"
20154,1,146,108,113,142,2,"[0, 0, 0, 0]","[0, 0, 0, 13]","[11, 0, 10, 10]","[0, 13, 11, 12]","[10, 0, 0, 10]","[12, 0, 11, 10]","[11, 12, 10, 0]","[10, 11, 10, 0]","[11, 10, 10, 11]","[11, 10, 0, 10]","[10, 10, 10, 0]","[0, 10, 0, 0]","[11, 0, 0, 0]","[13, 11, 10, 0]","[11, 12, 0, 11]","[10, 12, 0, 0]","[0, 12, 14, 12]","[11, 11, 0, 14]","[0, 12, 12, 0]"
20155,1,121,100,92,115,3,"[11, 12, 12, 0]","[14, 0, 0, 0]","[0, 11, 0, 0]","[10, 0, 0, 14]","[10, 0, 0, 0]","[0, 0, 11, 10]","[0, 11, 12, 11]","[0, 0, 0, 0]","[11, 11, 10, 0]","[0, 10, 10, 10]","[0, 11, 10, 10]","[10, 10, 10, 0]","[11, 13, 0, 10]","[12, 10, 0, 13]","[15, 11, 0, 0]","[11, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 13, 0]","[0, 11, 12, 14]"
20156,0,141,122,82,168,0,"[0, 14, 0, 0]","[0, 11, 14, 0]","[0, 0, 0, 0]","[14, 12, 11, 0]","[11, 0, 10, 15]","[13, 11, 0, 11]","[11, 10, 0, 10]","[10, 12, 11, 0]","[11, 10, 10, 0]","[10, 0, 10, 10]","[10, 12, 10, 0]","[10, 0, 0, 0]","[10, 11, 0, 13]","[10, 0, 0, 11]","[11, 0, 11, 12]","[12, 13, 10, 0]","[0, 11, 0, 0]","[13, 0, 12, 0]","[12, 14, 13, 0]"
20157,0,137,137,109,166,1,"[13, 11, 0, 0]","[12, 13, 13, 11]","[0, 11, 12, 0]","[12, 12, 12, 0]","[0, 0, 0, 11]","[10, 11, 12, 0]","[10, 0, 0, 10]","[11, 10, 12, 0]","[0, 11, 10, 11]","[10, 0, 10, 11]","[10, 0, 10, 0]","[10, 0, 10, 10]","[10, 11, 0, 0]","[10, 0, 12, 11]","[11, 12, 0, 11]","[0, 11, 0, 0]","[13, 12, 0, 11]","[12, 12, 11, 0]","[12, 0, 13, 12]"
20158,2,129,159,78,115,2,"[0, 0, 14, 0]","[11, 12, 12, 0]","[12, 13, 11, 0]","[0, 12, 0, 10]","[10, 0, 13, 0]","[0, 10, 10, 0]","[0, 10, 12, 10]","[11, 10, 0, 12]","[11, 0, 10, 11]","[10, 10, 10, 0]","[10, 10, 0, 11]","[0, 10, 11, 0]","[0, 0, 11, 0]","[13, 11, 10, 0]","[0, 0, 12, 0]","[0, 0, 13, 12]","[0, 11, 10, 12]","[14, 0, 0, 0]","[13, 10, 0, 0]"
20159,2,107,137,100,126,3,"[13, 10, 13, 0]","[12, 0, 14, 11]","[0, 0, 10, 12]","[11, 0, 0, 10]","[0, 0, 0, 10]","[11, 10, 0, 0]","[0, 10, 0, 0]","[10, 11, 11, 0]","[11, 0, 10, 10]","[10, 10, 11, 0]","[0, 10, 0, 0]","[11, 12, 10, 0]","[10, 12, 10, 0]","[0, 10, 11, 11]","[14, 0, 0, 11]","[13, 0, 0, 0]","[0, 0, 12, 13]","[0, 12, 12, 12]","[0, 0, 13, 0]"
20160,2,121,132,122,109,0,"[11, 0, 12, 0]","[0, 0, 11, 0]","[0, 0, 0, 11]","[0, 0, 0, 10]","[11, 11, 0, 10]","[10, 0, 11, 0]","[0, 11, 11, 10]","[10, 10, 11, 0]","[0, 10, 10, 12]","[0, 10, 10, 11]","[0, 0, 11, 0]","[10, 0, 12, 10]","[0, 10, 0, 0]","[0, 11, 11, 13]","[12, 10, 0, 12]","[11, 10, 0, 13]","[14, 0, 10, 10]","[10, 12, 0, 0]","[10, 16, 12, 0]"
20161,0,125,111,137,144,1,"[12, 11, 0, 0]","[12, 0, 0, 0]","[13, 0, 0, 11]","[12, 11, 13, 0]","[0, 11, 12, 12]","[10, 0, 0, 13]","[0, 0, 10, 10]","[10, 11, 12, 10]","[0, 10, 11, 10]","[10, 0, 11, 10]","[10, 11, 0, 11]","[10, 11, 11, 0]","[11, 11, 11, 0]","[11, 0, 10, 11]","[0, 0, 0, 11]","[12, 0, 0, 0]","[0, 13, 10, 13]","[11, 12, 0, 15]","[0, 13, 0, 0]"
20162,0,130,145,142,150,2,"[13, 0, 0, 0]","[12, 0, 11, 11]","[0, 11, 14, 11]","[0, 12, 12, 12]","[10, 0, 10, 0]","[13, 11, 0, 10]","[0, 11, 10, 12]","[0, 10, 11, 11]","[11, 0, 10, 11]","[11, 10, 0, 10]","[11, 11, 10, 10]","[10, 0, 10, 0]","[11, 0, 11, 10]","[0, 12, 11, 10]","[10, 10, 0, 13]","[0, 10, 0, 0]","[15, 10, 0, 11]","[12, 0, 10, 0]","[11, 12, 15, 0]"
20163,2,156,162,65,145,3,"[13, 13, 0, 11]","[13, 11, 0, 0]","[0, 10, 14, 0]","[13, 11, 12, 0]","[11, 11, 0, 0]","[10, 11, 13, 0]","[0, 0, 10, 11]","[11, 12, 10, 0]","[10, 10, 0, 0]","[10, 10, 11, 0]","[12, 0, 10, 10]","[0, 10, 10, 0]","[0, 11, 12, 10]","[10, 0, 13, 11]","[10, 0, 10, 0]","[12, 11, 0, 12]","[0, 13, 12, 0]","[0, 12, 14, 0]","[10, 0, 11, 0]"
20164,1,156,130,133,122,0,"[0, 14, 0, 0]","[0, 13, 11, 11]","[13, 0, 14, 10]","[11, 0, 11, 11]","[11, 10, 0, 11]","[0, 10, 12, 0]","[0, 11, 11, 11]","[12, 10, 0, 10]","[10, 10, 12, 0]","[10, 10, 0, 10]","[0, 0, 10, 0]","[11, 12, 0, 10]","[11, 0, 0, 0]","[11, 10, 0, 12]","[11, 11, 12, 0]","[11, 0, 13, 11]","[0, 13, 0, 11]","[0, 11, 13, 0]","[0, 11, 11, 15]"
20165,0,104,80,147,151,1,"[12, 0, 12, 13]","[11, 0, 0, 11]","[10, 0, 11, 15]","[0, 11, 0, 0]","[10, 10, 13, 0]","[11, 10, 0, 10]","[0, 11, 0, 11]","[10, 10, 0, 11]","[10, 10, 10, 0]","[10, 0, 10, 11]","[0, 0, 0, 10]","[10, 10, 12, 0]","[0, 0, 0, 10]","[11, 0, 0, 11]","[12, 11, 0, 11]","[12, 10, 0, 12]","[0, 0, 0, 11]","[12, 11, 12, 0]","[10, 0, 0, 0]"
20166,0,131,108,90,134,2,"[12, 0, 0, 0]","[0, 13, 11, 0]","[11, 0, 11, 12]","[0, 11, 0, 0]","[0, 11, 0, 0]","[0, 11, 11, 0]","[10, 10, 0, 0]","[0, 0, 11, 0]","[0, 0, 0, 10]","[10, 10, 0, 10]","[11, 10, 11, 10]","[10, 10, 0, 0]","[10, 0, 10, 12]","[11, 11, 0, 11]","[12, 11, 11, 0]","[0, 12, 11, 0]","[12, 0, 10, 0]","[12, 0, 11, 13]","[13, 11, 0, 12]"
20167,0,123,143,113,178,3,"[13, 0, 14, 12]","[11, 0, 11, 10]","[10, 12, 0, 0]","[11, 0, 13, 0]","[11, 0, 0, 0]","[12, 11, 10, 0]","[0, 10, 11, 11]","[11, 0, 12, 10]","[10, 10, 10, 0]","[0, 10, 10, 10]","[11, 0, 0, 0]","[10, 12, 10, 11]","[0, 10, 10, 0]","[11, 0, 11, 13]","[12, 11, 11, 0]","[12, 11, 0, 12]","[12, 0, 10, 11]","[11, 12, 0, 0]","[10, 14, 0, 13]"
20168,1,128,126,107,127,0,"[0, 0, 11, 0]","[0, 0, 0, 11]","[0, 13, 0, 0]","[12, 11, 11, 0]","[0, 0, 10, 11]","[10, 0, 11, 0]","[10, 0, 11, 11]","[10, 12, 0, 10]","[0, 10, 0, 10]","[0, 11, 10, 10]","[0, 0, 10, 0]","[11, 12, 10, 10]","[12, 12, 10, 10]","[11, 0, 11, 12]","[0, 11, 10, 0]","[12, 12, 0, 12]","[13, 12, 0, 0]","[11, 0, 0, 0]","[15, 12, 11, 0]"
20169,2,101,183,94,115,1,"[0, 12, 12, 0]","[14, 0, 12, 0]","[0, 12, 11, 11]","[11, 12, 11, 0]","[0, 11, 12, 12]","[0, 0, 0, 0]","[0, 0, 0, 10]","[12, 0, 10, 10]","[10, 0, 10, 0]","[10, 0, 10, 11]","[0, 0, 10, 10]","[10, 0, 10, 10]","[12, 0, 11, 0]","[13, 0, 12, 10]","[10, 13, 11, 0]","[13, 11, 11, 0]","[0, 10, 16, 0]","[0, 10, 14, 10]","[0, 10, 0, 0]"
20170,0,123,141,87,155,2,"[14, 13, 11, 0]","[12, 11, 16, 0]","[12, 0, 12, 0]","[11, 0, 11, 0]","[11, 12, 0, 12]","[11, 13, 10, 0]","[10, 11, 0, 0]","[13, 10, 0, 10]","[10, 10, 11, 0]","[10, 10, 0, 10]","[10, 11, 11, 10]","[0, 0, 10, 10]","[10, 0, 11, 0]","[0, 0, 0, 0]","[10, 0, 0, 10]","[0, 11, 15, 11]","[0, 11, 0, 0]","[0, 0, 11, 0]","[11, 0, 12, 14]"
20171,0,89,99,109,129,3,"[10, 0, 0, 12]","[0, 0, 12, 0]","[13, 12, 11, 0]","[0, 14, 10, 12]","[0, 0, 12, 0]","[11, 0, 0, 10]","[12, 0, 11, 10]","[10, 0, 12, 11]","[0, 0, 0, 10]","[10, 10, 11, 0]","[11, 0, 10, 0]","[10, 10, 0, 0]","[12, 10, 0, 0]","[10, 0, 0, 0]","[0, 0, 10, 12]","[10, 11, 0, 0]","[0, 11, 0, 11]","[0, 0, 0, 10]","[10, 11, 0, 11]"
160036,0,111,125,98,162,0,"[10, 0, 13, 0]","[12, 0, 0, 11]","[15, 13, 10, 0]","[11, 0, 0, 0]","[11, 11, 0, 0]","[0, 11, 0, 11]","[10, 0, 0, 0]","[10, 12, 10, 0]","[10, 10, 12, 0]","[0, 10, 10, 11]","[10, 0, 11, 10]","[0, 11, 0, 0]","[0, 10, 0, 11]","[12, 11, 11, 0]","[12, 0, 11, 11]","[11, 0, 0, 11]","[13, 0, 10, 12]","[15, 0, 12, 0]","[0, 12, 15, 10]"
160037,0,117,114,107,161,1,"[0, 13, 11, 0]","[11, 12, 0, 12]","[0, 0, 12, 0]","[11, 13, 0, 10]","[10, 13, 0, 0]","[0, 0, 0, 0]","[0, 12, 11, 10]","[11, 10, 11, 0]","[11, 10, 0, 11]","[10, 0, 11, 10]","[10, 0, 10, 11]","[11, 10, 0, 11]","[13, 0, 11, 10]","[13, 11, 0, 11]","[12, 0, 0, 11]","[0, 0, 0, 0]","[14, 0, 10, 0]","[10, 0, 16, 0]","[14, 13, 11, 0]"
160038,0,114,125,102,134,2,"[15, 0, 11, 0]","[10, 11, 0, 0]","[10, 13, 0, 0]","[10, 0, 12, 12]","[0, 13, 10, 0]","[13, 0, 10, 0]","[11, 10, 13, 0]","[11, 10, 10, 0]","[10, 10, 0, 10]","[0, 11, 10, 10]","[10, 10, 0, 11]","[0, 11, 0, 0]","[0, 0, 0, 11]","[11, 0, 11, 11]","[11, 0, 12, 10]","[0, 0, 0, 14]","[0, 0, 14, 0]","[0, 0, 0, 13]","[12, 15, 12, 0]"
160039,2,112,133,109,128,3,"[0, 11, 14, 12]","[11, 13, 0, 12]","[15, 0, 10, 0]","[13, 0, 11, 11]","[0, 0, 12, 0]","[0, 0, 0, 11]","[12, 10, 0, 11]","[0, 0, 0, 11]","[10, 10, 10, 0]","[10, 10, 11, 0]","[12, 10, 10, 0]","[11, 0, 10, 10]","[12, 0, 0, 0]","[0, 0, 10, 0]","[10, 0, 11, 10]","[0, 10, 12, 0]","[12, 11, 12, 0]","[0, 12, 0, 11]","[0, 15, 0, 10]"
160040,0,131,147,98,156,0,"[11, 0, 0, 0]","[0, 13, 12, 12]","[0, 0, 14, 0]","[0, 10, 12, 12]","[12, 10, 12, 0]","[0, 13, 10, 0]","[0, 0, 10, 12]","[11, 11, 0, 10]","[11, 11, 10, 0]","[10, 0, 10, 10]","[10, 0, 11, 10]","[10, 11, 0, 11]","[12, 10, 10, 0]","[11, 0, 0, 0]","[11, 0, 0, 0]","[10, 14, 11, 0]","[12, 12, 11, 0]","[13, 0, 14, 11]","[12, 16, 0, 10]"
160041,3,102,114,122,114,1,"[0, 0, 0, 0]","[0, 13, 13, 12]","[0, 15, 11, 12]","[0, 11, 12, 0]","[0, 0, 0, 0]","[11, 10, 0, 11]","[11, 10, 0, 11]","[10, 10, 0, 13]","[10, 0, 10, 0]","[10, 0, 10, 10]","[10, 11, 0, 0]","[10, 0, 10, 11]","[11, 11, 0, 11]","[11, 0, 12, 10]","[10, 0, 0, 0]","[10, 0, 0, 10]","[0, 0, 12, 0]","[0, 0, 12, 0]","[0, 11, 12, 11]"
160042,0,133,141,77,152,2,"[0, 0, 11, 0]","[14, 12, 0, 0]","[11, 0, 12, 0]","[0, 0, 10, 0]","[0, 11, 10, 0]","[13, 11, 0, 11]","[11, 12, 10, 0]","[10, 0, 10, 13]","[12, 10, 10, 10]","[10, 10, 10, 0]","[11, 10, 11, 0]","[11, 0, 10, 10]","[10, 11, 0, 10]","[0, 0, 11, 11]","[12, 11, 12, 0]","[0, 11, 0, 0]","[14, 0, 0, 12]","[13, 11, 14, 0]","[0, 13, 0, 0]"
160043,2,123,182,77,155,3,"[11, 0, 12, 0]","[14, 12, 0, 11]","[12, 0, 12, 11]","[0, 12, 13, 12]","[12, 10, 12, 0]","[12, 10, 11, 0]","[11, 0, 10, 11]","[10, 0, 12, 10]","[10, 12, 10, 0]","[10, 10, 10, 0]","[11, 10, 10, 0]","[10, 0, 0, 0]","[0, 0, 11, 0]","[10, 11, 12, 0]","[11, 11, 0, 11]","[11, 0, 13, 0]","[0, 13, 12, 11]","[0, 0, 10, 0]","[0, 12, 12, 0]"
160044,0,106,124,125,157,0,"[14, 12, 0, 10]","[12, 13, 0, 0]","[12, 0, 0, 0]","[0, 11, 14, 10]","[12, 10, 0, 10]","[0, 0, 10, 0]","[12, 0, 10, 12]","[10, 0, 11, 10]","[10, 0, 0, 11]","[10, 0, 10, 10]","[11, 10, 0, 10]","[10, 0, 11, 10]","[10, 0, 11, 10]","[12, 0, 0, 0]","[11, 13, 0, 11]","[0, 11, 13, 11]","[0, 15, 11, 0]","[11, 0, 12, 0]","[0, 11, 11, 0]"
160045,2,146,159,76,125,1,"[10, 0, 14, 0]","[0, 0, 13, 0]","[13, 13, 0, 11]","[0, 11, 10, 0]","[13, 11, 0, 12]","[11, 10, 0, 0]","[0, 0, 0, 0]","[0, 11, 10, 12]","[0, 11, 11, 10]","[0, 10, 10, 10]","[10, 0, 12, 10]","[11, 0, 10, 0]","[10, 11, 0, 0]","[0, 10, 10, 11]","[12, 10, 11, 0]","[11, 13, 10, 0]","[10, 14, 12, 0]","[14, 11, 12, 0]","[0, 0, 14, 0]"
160046,0,131,111,53,153,2,"[0, 10, 0, 0]","[0, 0, 0, 11]","[10, 13, 0, 0]","[13, 0, 0, 0]","[10, 11, 11, 0]","[11, 11, 0, 0]","[11, 11, 11, 0]","[10, 0, 12, 10]","[11, 10, 10, 11]","[10, 10, 10, 0]","[10, 0, 0, 0]","[10, 10, 10, 0]","[12, 0, 10, 11]","[10, 0, 0, 0]","[0, 10, 12, 0]","[0, 11, 0, 0]","[14, 12, 10, 0]","[11, 0, 0, 0]","[0, 12, 15, 10]"
160047,0,90,124,126,129,3,"[11, 0, 11, 0]","[0, 0, 0, 0]","[0, 14, 14, 10]","[0, 0, 13, 10]","[13, 12, 10, 0]","[11, 0, 0, 0]","[13, 10, 0, 11]","[0, 0, 10, 11]","[0, 10, 11, 10]","[10, 10, 11, 0]","[0, 10, 10, 10]","[13, 10, 0, 10]","[10, 0, 0, 0]","[10, 0, 12, 11]","[12, 0, 10, 11]","[0, 0, 12, 0]","[0, 0, 0, 12]","[12, 14, 0, 10]","[14, 0, 0, 10]"
160048,2,125,183,88,110,0,"[0, 16, 11, 10]","[0, 12, 0, 0]","[10, 0, 13, 12]","[10, 0, 13, 12]","[0, 10, 10, 0]","[13, 11, 11, 0]","[11, 0, 10, 13]","[11, 10, 0, 10]","[0, 10, 10, 0]","[0, 10, 10, 11]","[10, 0, 10, 10]","[0, 0, 0, 10]","[10, 12, 10, 0]","[10, 10, 13, 0]","[14, 0, 10, 0]","[0, 0, 11, 0]","[0, 0, 13, 0]","[0, 10, 16, 0]","[11, 14, 12, 0]"
160049,2,77,163,104,158,1,"[12, 0, 0, 10]","[10, 11, 15, 0]","[14, 0, 13, 0]","[0, 0, 11, 0]","[0, 11, 11, 0]","[10, 0, 11, 0]","[10, 0, 10, 0]","[10, 0, 0, 10]","[0, 0, 10, 10]","[10, 0, 11, 10]","[0, 10, 12, 10]","[11, 0, 0, 10]","[0, 10, 10, 12]","[12, 0, 12, 11]","[12, 11, 13, 10]","[13, 11, 11, 0]","[12, 13, 0, 0]","[10, 0, 13, 0]","[12, 0, 0, 11]"
160050,2,134,144,113,90,2,"[0, 12, 13, 11]","[0, 14, 10, 0]","[0, 10, 13, 0]","[11, 0, 12, 12]","[12, 0, 10, 12]","[0, 11, 0, 0]","[0, 11, 0, 13]","[0, 10, 11, 0]","[12, 0, 10, 10]","[11, 10, 0, 10]","[0, 0, 11, 0]","[10, 0, 10, 10]","[11, 11, 11, 0]","[12, 10, 0, 11]","[0, 13, 10, 0]","[0, 11, 13, 0]","[0, 11, 0, 0]","[0, 0, 10, 14]","[11, 0, 0, 10]"
160051,2,131,140,66,139,3,"[11, 12, 15, 0]","[11, 12, 13, 0]","[11, 0, 12, 12]","[0, 12, 10, 12]","[0, 0, 11, 0]","[10, 0, 0, 0]","[0, 0, 11, 0]","[10, 0, 10, 0]","[11, 10, 0, 10]","[11, 10, 0, 10]","[10, 10, 11, 0]","[10, 0, 10, 0]","[10, 10, 0, 0]","[0, 11, 12, 10]","[10, 10, 0, 0]","[0, 11, 11, 12]","[13, 12, 0, 0]","[11, 0, 0, 0]","[0, 11, 14, 0]"
160052,1,148,107,89,70,0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 15, 0, 0]","[0, 12, 15, 0]","[10, 11, 13, 0]","[11, 10, 0, 0]","[0, 12, 10, 0]","[0, 10, 0, 0]","[10, 0, 0, 10]","[0, 10, 11, 10]","[0, 11, 11, 10]","[0, 0, 0, 11]","[0, 12, 10, 0]","[0, 10, 13, 12]","[11, 12, 0, 13]","[0, 0, 13, 0]","[12, 12, 0, 11]","[0, 11, 0, 0]","[16, 0, 11, 12]"
160053,2,153,164,147,123,1,"[11, 13, 0, 13]","[15, 10, 10, 0]","[0, 11, 0, 12]","[10, 12, 0, 10]","[0, 11, 12, 11]","[0, 0, 11, 10]","[0, 0, 12, 0]","[11, 0, 11, 11]","[0, 10, 12, 10]","[10, 10, 0, 10]","[10, 0, 12, 10]","[0, 10, 11, 10]","[11, 10, 11, 0]","[11, 11, 12, 0]","[11, 11, 13, 0]","[11, 11, 14, 0]","[0, 11, 0, 11]","[12, 0, 11, 14]","[0, 12, 12, 15]"
160054,1,163,146,111,149,2,"[12, 0, 12, 13]","[12, 12, 0, 11]","[0, 12, 12, 12]","[0, 14, 10, 0]","[13, 11, 11, 0]","[13, 11, 11, 0]","[12, 0, 10, 0]","[10, 0, 11, 11]","[0, 11, 11, 10]","[10, 10, 0, 10]","[11, 10, 11, 0]","[11, 11, 10, 0]","[10, 10, 0, 11]","[0, 12, 0, 0]","[0, 0, 0, 10]","[12, 13, 0, 11]","[0, 13, 11, 0]","[12, 0, 12, 12]","[11, 13, 14, 0]"
160055,2,91,155,153,143,3,"[0, 12, 12, 12]","[14, 0, 12, 0]","[0, 0, 0, 11]","[12, 10, 12, 0]","[11, 0, 12, 13]","[0, 0, 0, 0]","[13, 0, 10, 10]","[13, 0, 10, 10]","[11, 10, 0, 10]","[0, 10, 10, 10]","[0, 11, 10, 11]","[0, 0, 10, 10]","[12, 0, 11, 10]","[11, 0, 10, 0]","[12, 0, 11, 12]","[12, 0, 12, 10]","[11, 13, 0, 13]","[11, 14, 0, 0]","[0, 11, 13, 11]"
160056,1,152,144,96,144,0,"[12, 12, 12, 0]","[11, 0, 14, 0]","[0, 0, 0, 10]","[12, 0, 0, 11]","[0, 10, 13, 10]","[10, 12, 11, 0]","[10, 13, 0, 11]","[12, 10, 0, 10]","[10, 10, 11, 0]","[0, 10, 11, 10]","[11, 0, 11, 10]","[0, 10, 12, 11]","[11, 10, 12, 0]","[0, 10, 0, 0]","[11, 12, 11, 0]","[10, 10, 12, 0]","[12, 12, 14, 0]","[12, 11, 0, 0]","[0, 0, 0, 13]"
160057,0,142,52,122,159,1,"[0, 11, 0, 0]","[13, 10, 0, 0]","[12, 10, 0, 0]","[13, 11, 0, 10]","[0, 12, 10, 11]","[11, 0, 0, 12]","[12, 11, 0, 10]","[11, 0, 0, 0]","[11, 10, 11, 0]","[10, 10, 0, 10]","[10, 0, 10, 10]","[10, 10, 0, 13]","[11, 10, 0, 12]","[0, 0, 10, 12]","[0, 10, 11, 0]","[11, 11, 0, 0]","[0, 0, 0, 10]","[13, 0, 0, 0]","[11, 16, 0, 12]"
160058,0,88,132,108,162,2,"[16, 12, 0, 0]","[0, 0, 15, 0]","[13, 0, 11, 11]","[0, 0, 11, 0]","[10, 0, 0, 0]","[0, 11, 13, 0]","[11, 10, 0, 13]","[10, 10, 0, 10]","[10, 0, 10, 11]","[10, 10, 10, 0]","[11, 0, 10, 10]","[12, 0, 10, 11]","[0, 0, 10, 0]","[12, 10, 11, 0]","[10, 0, 0, 14]","[13, 0, 11, 13]","[0, 12, 0, 0]","[11, 13, 0, 15]","[13, 0, 10, 0]"
160059,2,126,147,102,137,3,"[15, 11, 0, 0]","[0, 13, 11, 14]","[10, 0, 15, 12]","[15, 0, 11, 11]","[0, 0, 10, 0]","[12, 0, 0, 11]","[11, 0, 10, 0]","[10, 10, 11, 0]","[0, 10, 11, 10]","[10, 10, 10, 0]","[0, 10, 0, 10]","[10, 0, 10, 11]","[11, 11, 0, 11]","[12, 10, 12, 0]","[0, 0, 0, 0]","[10, 0, 14, 0]","[0, 14, 10, 12]","[11, 14, 12, 0]","[0, 13, 0, 0]"
160060,2,104,150,90,135,0,"[0, 15, 11, 0]","[0, 0, 12, 0]","[0, 11, 13, 0]","[11, 0, 10, 12]","[12, 0, 10, 14]","[10, 0, 0, 0]","[11, 0, 10, 0]","[10, 0, 10, 11]","[11, 10, 10, 0]","[0, 10, 10, 10]","[11, 0, 10, 11]","[0, 10, 11, 10]","[12, 10, 10, 0]","[12, 12, 11, 0]","[0, 13, 12, 11]","[10, 13, 0, 0]","[0, 0, 0, 11]","[14, 0, 0, 0]","[11, 0, 0, 0]"
20172,3,138,126,138,102,0,"[0, 13, 0, 0]","[11, 11, 15, 0]","[0, 0, 12, 0]","[12, 13, 0, 11]","[13, 11, 0, 11]","[0, 0, 0, 10]","[0, 0, 0, 11]","[10, 0, 10, 11]","[11, 10, 11, 0]","[0, 11, 10, 10]","[0, 11, 10, 10]","[0, 10, 10, 11]","[10, 12, 0, 11]","[0, 11, 12, 10]","[10, 12, 14, 10]","[0, 0, 10, 12]","[14, 0, 12, 10]","[11, 13, 0, 0]","[0, 0, 0, 0]"
20173,3,115,134,136,131,1,"[0, 0, 0, 0]","[13, 12, 0, 12]","[12, 0, 11, 11]","[0, 0, 0, 11]","[13, 12, 10, 0]","[0, 11, 10, 14]","[0, 11, 0, 0]","[10, 0, 11, 10]","[10, 10, 11, 0]","[10, 10, 0, 10]","[10, 0, 11, 10]","[11, 10, 0, 12]","[0, 0, 0, 10]","[0, 0, 11, 10]","[10, 12, 14, 0]","[0, 13, 11, 13]","[12, 0, 11, 13]","[10, 0, 12, 0]","[10, 14, 11, 0]"
20174,0,122,138,85,155,2,"[12, 11, 14, 0]","[12, 14, 11, 0]","[0, 0, 0, 10]","[0, 10, 0, 0]","[11, 0, 12, 11]","[0, 0, 0, 11]","[10, 12, 10, 0]","[0, 10, 11, 0]","[10, 0, 10, 0]","[11, 10, 0, 10]","[11, 0, 10, 10]","[0, 11, 10, 12]","[11, 11, 0, 11]","[10, 0, 14, 0]","[11, 0, 0, 10]","[12, 10, 13, 0]","[10, 0, 12, 0]","[13, 11, 11, 0]","[11, 12, 0, 0]"
